user_id,dt,region,device,acq_channel
86c2da04_081,2020-05-15,North America,Andoroid,BrainPlus
59852f-9f7a4,2020-05-15,CN,Andoroid,BrainPlus
1d83f-35594b,2020-05-15,CIS,Andoroid,JetAds
d8d-a55cf15c,2020-05-15,CIS,Andoroid,BrainPlus
40d6117ac-d1,2020-05-15,Africa,Andoroid,BrainPlus
71d811189593,2020-05-15,CIS,Andoroid,BrainPlus
8_6aaaf9ac-8,2020-05-15,South America,Andoroid,BrainPlus
a244_d439-9_,2020-05-15,South America,Andoroid,BrainPlus
153c29_983af,2020-05-15,CN,Andoroid,BrainPlus
bca6419826c2,2020-05-15,South America,Andoroid,BrainPlus
d7_c4a7a_984,2020-05-15,Africa,Andoroid,BrainPlus
b-d6_7a6311c,2020-05-15,Africa,Andoroid,JetAds
-0bda0d5980d,2020-05-15,CIS,Andoroid,JetAds
ca2d8984bf8_,2020-05-15,CN,Andoroid,BrainPlus
878-6_c-5f0_,2020-05-15,CN,Andoroid,JetAds
7130c35ca-82,2020-05-15,Australia,Andoroid,BrainPlus
49f9dd262482,2020-05-15,SEA,Andoroid,BrainPlus
ba4f7-0-5a17,2020-05-15,Africa,Andoroid,BrainPlus
4b2042d1cc93,2020-05-15,CIS,Andoroid,BrainPlus
18db7c57b02-,2020-05-15,CN,Andoroid,JetAds
-3-dacd9c4_d,2020-05-15,CIS,Andoroid,BrainPlus
7f748-a04708,2020-05-15,CN,Andoroid,BrainPlus
69_3b75d49_4,2020-05-15,CIS,Andoroid,BrainPlus
cd977_950f_a,2020-05-15,Africa,Andoroid,BrainPlus
8c_8bf06a__2,2020-05-15,CN,Andoroid,BrainPlus
c14c03b77d_6,2020-05-15,CN,Andoroid,BrainPlus
b62b-92ff1aa,2020-05-15,Australia,Andoroid,BrainPlus
4482da0-1af8,2020-05-15,CIS,Andoroid,JetAds
997d1c173fb1,2020-05-15,CIS,Andoroid,BrainPlus
_54a-8a_c84_,2020-05-15,North America,Andoroid,BrainPlus
72091_3_c251,2020-05-15,CN,Andoroid,BrainPlus
bd5f--1_47b5,2020-05-15,SEA,Andoroid,BrainPlus
025658a00-a1,2020-05-15,Africa,Andoroid,BrainPlus
780ccfd3c0b2,2020-05-15,South America,Andoroid,BrainPlus
4973b454_fb7,2020-05-15,South America,Andoroid,BrainPlus
299d623_dfa-,2020-05-15,CN,Andoroid,BrainPlus
9d8a29a-dd8d,2020-05-15,Africa,Andoroid,BrainPlus
ad6-_4b3d-c7,2020-05-15,South America,Andoroid,BrainPlus
b19ff5dd731_,2020-05-15,CN,Andoroid,BrainPlus
f2f24354f0d5,2020-05-15,Africa,Andoroid,BrainPlus
_df8d964bd10,2020-05-15,South America,Andoroid,BrainPlus
_01_-df3_acb,2020-05-15,South America,Andoroid,BrainPlus
f25b4-_39bc_,2020-05-15,CN,Andoroid,BrainPlus
8d42022a1c_8,2020-05-15,Africa,Andoroid,JetAds
-5c920d_92ac,2020-05-15,CN,Andoroid,BrainPlus
4f6d8d_a19__,2020-05-15,South America,Andoroid,BrainPlus
_6f-3338d38f,2020-05-15,Australia,Andoroid,BrainPlus
dd7628504f96,2020-05-15,SEA,Andoroid,JetAds
49_26a08dcfa,2020-05-15,SEA,Andoroid,JetAds
-92721a-f735,2020-05-15,CN,Andoroid,BrainPlus
dc5f35d22b-1,2020-05-15,CIS,Andoroid,BrainPlus
40d4132babc5,2020-05-15,CN,Andoroid,BrainPlus
-86bf-937b58,2020-05-15,Europe,Andoroid,BrainPlus
f76bd27b00ba,2020-05-15,CN,Andoroid,JetAds
b4cb-8b513d4,2020-05-15,CIS,Andoroid,JetAds
_770075aa-31,2020-05-15,CN,Andoroid,BrainPlus
3a2f22a3884-,2020-05-15,CN,Andoroid,BrainPlus
d69760-b-1bc,2020-05-15,CIS,Andoroid,BrainPlus
ab0b65fcd0c6,2020-05-15,CIS,Andoroid,JetAds
bf_db3_b31c9,2020-05-15,South America,Andoroid,BrainPlus
4_71ca2_5a64,2020-05-15,CN,Andoroid,BrainPlus
0f70-a1d_63d,2020-05-15,South America,Andoroid,BrainPlus
1af635d_c4_d,2020-05-15,Europe,Andoroid,BrainPlus
d8-1218aa62a,2020-05-15,Europe,Andoroid,JetAds
0afcf34c849_,2020-05-15,CN,Andoroid,BrainPlus
65d49c1a2187,2020-05-15,South America,Andoroid,BrainPlus
1faf1bd_a263,2020-05-15,CIS,Andoroid,JetAds
25a2fa187d2-,2020-05-15,North America,Andoroid,BrainPlus
35_b6-d3db71,2020-05-15,CIS,Andoroid,BrainPlus
889cf93-4f2b,2020-05-15,SEA,Andoroid,BrainPlus
869-2f79cc-_,2020-05-15,CN,Andoroid,BrainPlus
d8f9521cfb4b,2020-05-15,Africa,Andoroid,BrainPlus
8f8f6a_55a_6,2020-05-15,Africa,Andoroid,BrainPlus
-_51637595-1,2020-05-15,CN,Andoroid,BrainPlus
534b_4c_972_,2020-05-15,Australia,Andoroid,BrainPlus
9cbb5_12fd91,2020-05-15,South America,Andoroid,BrainPlus
3-bf2d756123,2020-05-15,North America,Andoroid,BrainPlus
f33173ff5-40,2020-05-15,Europe,Andoroid,BrainPlus
3cf108_5717d,2020-05-15,North America,Andoroid,BrainPlus
356-2b2-5bc0,2020-05-15,North America,Andoroid,JetAds
a97ca2ba801_,2020-05-15,South America,Andoroid,BrainPlus
92d980d21da1,2020-05-15,Europe,Andoroid,BrainPlus
43554c_771__,2020-05-15,Africa,Andoroid,JetAds
65d-0193a5b7,2020-05-15,SEA,Andoroid,JetAds
abcc44c-b44a,2020-05-15,Europe,Andoroid,JetAds
dc4b51_83caf,2020-05-15,CIS,Andoroid,BrainPlus
-8693--7061-,2020-05-15,Europe,Andoroid,JetAds
523af66d6893,2020-05-15,South America,Andoroid,JetAds
7a60a38_f29c,2020-05-15,CIS,Andoroid,BrainPlus
-c5496b9_957,2020-05-15,Australia,Andoroid,BrainPlus
6431064-0f1-,2020-05-15,Africa,Andoroid,BrainPlus
8fda751cfb64,2020-05-15,CIS,Andoroid,BrainPlus
2703a-56107_,2020-05-15,CN,Andoroid,BrainPlus
77f9648c4a19,2020-05-15,CIS,Andoroid,JetAds
b48_b2af5bfd,2020-05-15,South America,Andoroid,BrainPlus
f7_9a241565c,2020-05-15,North America,Andoroid,BrainPlus
76d568559f23,2020-05-15,SEA,Andoroid,BrainPlus
3dbbfd7a0cc7,2020-05-15,Australia,Andoroid,BrainPlus
187bf4b079ca,2020-05-15,Europe,Andoroid,BrainPlus
d18bb0223b09,2020-05-15,CN,Andoroid,JetAds
5b_06663b61b,2020-05-15,South America,Andoroid,BrainPlus
780f57165a-2,2020-05-15,South America,Andoroid,JetAds
_d8aada39494,2020-05-15,CN,Andoroid,JetAds
62-f9af68628,2020-05-15,South America,Andoroid,BrainPlus
6ac6d04f_f10,2020-05-15,SEA,Andoroid,JetAds
9961_d4d5384,2020-05-15,North America,Andoroid,BrainPlus
-49b7382_c23,2020-05-15,CIS,Andoroid,BrainPlus
d5260fcd0876,2020-05-15,South America,Andoroid,BrainPlus
d-3f5bab87d_,2020-05-15,Africa,Andoroid,BrainPlus
31f098-0-a2d,2020-05-15,South America,Andoroid,BrainPlus
f54102d_943-,2020-05-15,CIS,Andoroid,BrainPlus
d425530a8_12,2020-05-15,Africa,Andoroid,BrainPlus
a91fa232a8f2,2020-05-15,Africa,Andoroid,JetAds
f917a2c6d601,2020-05-15,South America,Andoroid,BrainPlus
da353c2-bf31,2020-05-15,CN,Andoroid,BrainPlus
ab26b08ff0f_,2020-05-15,SEA,Andoroid,BrainPlus
885c0570cc9f,2020-05-15,SEA,Andoroid,BrainPlus
a6b5ab14___5,2020-05-15,CIS,Andoroid,BrainPlus
d784b03f7-af,2020-05-15,Africa,Andoroid,BrainPlus
_5_1d-c-02c3,2020-05-15,CN,Andoroid,JetAds
20a4c3_c12-6,2020-05-15,CN,Andoroid,BrainPlus
0517-56b75da,2020-05-15,Europe,Andoroid,JetAds
c1_dac0319ad,2020-05-15,CN,Andoroid,BrainPlus
_bcc373dddc1,2020-05-15,North America,Andoroid,BrainPlus
0748c495103_,2020-05-15,Australia,Andoroid,BrainPlus
b7f-851c1a86,2020-05-15,Africa,Andoroid,BrainPlus
a9076143d8ac,2020-05-15,South America,Andoroid,BrainPlus
3_42f4d5--42,2020-05-15,CN,Andoroid,BrainPlus
-85cb-0_4fc9,2020-05-15,CN,Andoroid,JetAds
a-82b9_4a_8b,2020-05-15,South America,Andoroid,JetAds
ab7cf4487b6d,2020-05-15,South America,Andoroid,JetAds
_8_955f93da9,2020-05-15,Europe,Andoroid,BrainPlus
683a79909329,2020-05-15,CN,Andoroid,BrainPlus
d-__30f24d01,2020-05-15,North America,Andoroid,BrainPlus
f60db91f1938,2020-05-15,CN,Andoroid,BrainPlus
_06b3_8c-aa6,2020-05-15,Africa,Andoroid,BrainPlus
d5-4d__d1433,2020-05-15,Africa,Andoroid,BrainPlus
5f8--_c6738a,2020-05-15,CIS,Andoroid,BrainPlus
4fa0_41dbc68,2020-05-15,South America,Andoroid,JetAds
2-98284db0d0,2020-05-15,CN,Andoroid,BrainPlus
d5a8ac27327_,2020-05-15,CN,Andoroid,BrainPlus
dc58255_4_45,2020-05-15,SEA,Andoroid,BrainPlus
107554_7c8c_,2020-05-15,CN,Andoroid,BrainPlus
55-1767fc018,2020-05-16,SEA,Andoroid,BrainPlus
f_c73a-23_62,2020-05-16,CN,Andoroid,BrainPlus
605f5429078b,2020-05-16,Africa,Andoroid,JetAds
57-3d7-7_d37,2020-05-16,CN,Andoroid,JetAds
b4-77a7dc8_0,2020-05-16,Europe,Andoroid,BrainPlus
ff97c2472bc0,2020-05-16,North America,Andoroid,BrainPlus
7f8853-3c__7,2020-05-16,Africa,Andoroid,BrainPlus
0ca9b591792-,2020-05-16,North America,Andoroid,BrainPlus
7576d8c8b6ad,2020-05-16,South America,Andoroid,BrainPlus
4974c695_085,2020-05-16,Europe,Andoroid,BrainPlus
997d99cf_b88,2020-05-16,CN,Andoroid,BrainPlus
-d1f48a1b246,2020-05-16,Europe,Andoroid,BrainPlus
3_587-7c9f3d,2020-05-16,South America,Andoroid,BrainPlus
9d_9abd91c7a,2020-05-16,CN,Andoroid,BrainPlus
0a582_cb87f2,2020-05-16,CN,Andoroid,BrainPlus
5624cc-3fcf_,2020-05-16,CN,Andoroid,BrainPlus
_190-f_a92b2,2020-05-16,Australia,Andoroid,JetAds
6d978c_9c399,2020-05-16,CN,Andoroid,JetAds
4120f418d86_,2020-05-16,South America,Andoroid,BrainPlus
a0f17_3267fa,2020-05-16,CN,Andoroid,JetAds
0952fddf34d-,2020-05-16,South America,Andoroid,JetAds
_a2ca06b9998,2020-05-16,Australia,Andoroid,BrainPlus
d-9a-03494dc,2020-05-16,CIS,Andoroid,JetAds
d7f89a87d-f5,2020-05-16,CIS,Andoroid,BrainPlus
684c3c19-a2-,2020-05-16,South America,Andoroid,BrainPlus
a136-c6822f1,2020-05-16,CN,Andoroid,BrainPlus
93-1a1c382_f,2020-05-16,Australia,Andoroid,BrainPlus
d_bcab7c6c3c,2020-05-16,Australia,Andoroid,BrainPlus
66408b-2206c,2020-05-16,Australia,Andoroid,JetAds
0_86096cdcaa,2020-05-16,CN,Andoroid,JetAds
a5dd772_8848,2020-05-16,CN,Andoroid,BrainPlus
-676-a75286b,2020-05-16,CN,Andoroid,BrainPlus
5dd-f7_aa54c,2020-05-16,South America,Andoroid,JetAds
1664c3_dd793,2020-05-16,CN,Andoroid,BrainPlus
7-9103c14d9_,2020-05-16,Europe,Andoroid,JetAds
3690-f4119d3,2020-05-16,Africa,Andoroid,BrainPlus
0f65784_44_4,2020-05-16,SEA,Andoroid,BrainPlus
221db-08d406,2020-05-16,Africa,Andoroid,BrainPlus
32a4a-0_d2__,2020-05-16,SEA,Andoroid,BrainPlus
9_c529d6-99f,2020-05-16,CN,Andoroid,BrainPlus
2a8b74aba423,2020-05-16,Australia,Andoroid,BrainPlus
b6281-7b2d4f,2020-05-16,Australia,Andoroid,JetAds
8-72fc803057,2020-05-16,CN,Andoroid,BrainPlus
0a6_d__6475c,2020-05-16,SEA,Andoroid,BrainPlus
665879_73d00,2020-05-16,Europe,Andoroid,JetAds
5_b127d82c06,2020-05-16,South America,Andoroid,BrainPlus
6bb8f137d9bc,2020-05-16,CIS,Andoroid,BrainPlus
b00d-d9b7914,2020-05-16,SEA,Andoroid,BrainPlus
-c9_a-9c8803,2020-05-16,Australia,Andoroid,BrainPlus
9465b4211dc5,2020-05-16,CIS,Andoroid,JetAds
bc6411b96_f2,2020-05-16,South America,Andoroid,BrainPlus
2-2c85454942,2020-05-16,CIS,Andoroid,BrainPlus
_34f_c368759,2020-05-16,Europe,Andoroid,BrainPlus
c41ddb05-28-,2020-05-16,Europe,Andoroid,JetAds
73275d5-f_3-,2020-05-16,North America,Andoroid,BrainPlus
2f907_b96224,2020-05-16,CIS,Andoroid,JetAds
9f336fa9-092,2020-05-16,CIS,Andoroid,BrainPlus
48b8762f7a42,2020-05-16,North America,Andoroid,BrainPlus
a6fb_11b_965,2020-05-16,South America,Andoroid,BrainPlus
0d72da46a9_5,2020-05-16,CN,Andoroid,BrainPlus
191-3953c1d4,2020-05-16,South America,Andoroid,JetAds
baf8bc9fc2_c,2020-05-16,Europe,Andoroid,BrainPlus
c9978c5aa4-f,2020-05-16,South America,Andoroid,JetAds
9dc89_a6a99_,2020-05-16,North America,Andoroid,BrainPlus
8a46912_5c53,2020-05-16,CN,Andoroid,BrainPlus
a9735b8ff9a5,2020-05-16,South America,Andoroid,BrainPlus
9836296f287_,2020-05-16,Europe,Andoroid,JetAds
65788b8c10fd,2020-05-16,CIS,Andoroid,BrainPlus
48957_--5-44,2020-05-16,CIS,Andoroid,JetAds
944dadf4718b,2020-05-16,North America,Andoroid,BrainPlus
c3a6_fd_-9d6,2020-05-16,CIS,Andoroid,BrainPlus
ac-9068c4_36,2020-05-16,Africa,Andoroid,BrainPlus
250a170_30f8,2020-05-16,North America,Andoroid,BrainPlus
54-_7_54c8_4,2020-05-16,Africa,Andoroid,BrainPlus
85ba3_6048a4,2020-05-16,Africa,Andoroid,BrainPlus
_1af78495_27,2020-05-16,SEA,Andoroid,BrainPlus
2-5145ab3bd8,2020-05-16,CN,Andoroid,BrainPlus
114df5a5a7-9,2020-05-16,North America,Andoroid,JetAds
7bfbcb736715,2020-05-16,CN,Andoroid,BrainPlus
dc78337091b1,2020-05-16,South America,Andoroid,JetAds
_88ca3b54d73,2020-05-16,CN,Andoroid,BrainPlus
716099-d9a04,2020-05-16,South America,Andoroid,BrainPlus
64dfc6cf1598,2020-05-16,CN,Andoroid,BrainPlus
-290c1198577,2020-05-16,Africa,Andoroid,BrainPlus
8da14_a_76_7,2020-05-16,CN,Andoroid,BrainPlus
8bf7-824-b91,2020-05-16,CN,Andoroid,BrainPlus
78291547b8-0,2020-05-16,SEA,Andoroid,JetAds
7cc8d4b27-_a,2020-05-16,CIS,Andoroid,BrainPlus
0_27c8a711f3,2020-05-16,CIS,Andoroid,BrainPlus
f-1__8406bda,2020-05-16,North America,Andoroid,BrainPlus
db87a281c0_3,2020-05-16,CIS,Andoroid,BrainPlus
0233a693--66,2020-05-16,CIS,Andoroid,BrainPlus
f-d992c3-955,2020-05-16,Europe,Andoroid,BrainPlus
8_7747_1c_60,2020-05-16,Africa,Andoroid,JetAds
9c49c2822b6f,2020-05-16,South America,Andoroid,BrainPlus
2498__552522,2020-05-16,Australia,Andoroid,BrainPlus
286086-a237d,2020-05-16,CN,Andoroid,BrainPlus
8797f63-ad19,2020-05-16,CN,Andoroid,BrainPlus
88f6-d80425b,2020-05-16,Europe,Andoroid,BrainPlus
-b_2c_ba2-90,2020-05-16,CIS,Andoroid,BrainPlus
f0c4b-418105,2020-05-16,CN,Andoroid,BrainPlus
2a924b584822,2020-05-16,CIS,Andoroid,BrainPlus
278c3_1abc68,2020-05-16,CIS,Andoroid,BrainPlus
5030b43_65--,2020-05-16,CN,Andoroid,BrainPlus
6a0cd__18972,2020-05-16,North America,Andoroid,JetAds
92c87_34429a,2020-05-16,Europe,Andoroid,JetAds
762c35ff79f7,2020-05-16,Europe,Andoroid,BrainPlus
b_dfc9642_d7,2020-05-16,Australia,Andoroid,BrainPlus
842_f3b4a49f,2020-05-16,Europe,Andoroid,BrainPlus
c9914448453f,2020-05-16,CN,Andoroid,BrainPlus
6c-_13666a54,2020-05-16,CN,Andoroid,BrainPlus
113c2d2bc_77,2020-05-16,Africa,Andoroid,BrainPlus
3107d1a14f3-,2020-05-16,North America,Andoroid,BrainPlus
5ca78_d6-688,2020-05-16,CN,Andoroid,JetAds
fc0437954f17,2020-05-16,South America,Andoroid,BrainPlus
c081fa507041,2020-05-16,CN,Andoroid,BrainPlus
4744bc9-c--9,2020-05-16,CN,Andoroid,BrainPlus
--4b68d963f3,2020-05-16,North America,Andoroid,JetAds
794-6-bfcba-,2020-05-16,Africa,Andoroid,JetAds
97a0db-511c9,2020-05-16,SEA,Andoroid,BrainPlus
09aa587dd113,2020-05-16,CN,Andoroid,BrainPlus
_019caca-b48,2020-05-16,CN,Andoroid,BrainPlus
87-47600fa5c,2020-05-16,CN,Andoroid,BrainPlus
9_5_d41_0-8c,2020-05-16,South America,Andoroid,BrainPlus
1c20217-2f1c,2020-05-16,Australia,Andoroid,BrainPlus
c_a2b31-29f4,2020-05-16,Africa,Andoroid,BrainPlus
a3da_89b_b34,2020-05-16,Africa,Andoroid,JetAds
1-9502918-94,2020-05-16,Australia,Andoroid,BrainPlus
7172_bcf7-7d,2020-05-16,SEA,Andoroid,BrainPlus
-6affdc39506,2020-05-16,South America,Andoroid,BrainPlus
3b9c9c0223f3,2020-05-16,CIS,Andoroid,JetAds
da690fa-ccd5,2020-05-16,Europe,Andoroid,BrainPlus
a_b7738_b51a,2020-05-16,CN,Andoroid,BrainPlus
fa0b4b8d4807,2020-05-16,Europe,Andoroid,BrainPlus
7-069c_bfaa9,2020-05-16,CIS,Andoroid,BrainPlus
-251ad1d65c5,2020-05-16,Africa,Andoroid,BrainPlus
252d6469f0_d,2020-05-16,Africa,Andoroid,JetAds
_-2c6d71d5d9,2020-05-16,North America,Andoroid,BrainPlus
8bdf1b-18a13,2020-05-16,CIS,Andoroid,BrainPlus
b5dbbb066648,2020-05-16,North America,Andoroid,BrainPlus
c-f65f840ba7,2020-05-16,CN,Andoroid,BrainPlus
d_c011494059,2020-05-16,Australia,Andoroid,BrainPlus
809f60f1f019,2020-05-16,Europe,Andoroid,BrainPlus
b06a-d85fca6,2020-05-16,CN,Andoroid,BrainPlus
4c8-6abaa14c,2020-05-16,North America,Andoroid,BrainPlus
c38f6d9--973,2020-05-16,CIS,Andoroid,BrainPlus
9bfbf1d04--b,2020-05-16,Africa,Andoroid,BrainPlus
d311--34b6b8,2020-05-16,CIS,Andoroid,BrainPlus
bdf77fdc6a5_,2020-05-16,CIS,Andoroid,BrainPlus
__043d3370b6,2020-05-16,SEA,Andoroid,BrainPlus
794429b75c53,2020-05-16,CN,Andoroid,BrainPlus
878_817_0191,2020-05-16,CIS,Andoroid,BrainPlus
b77_b1bfba3b,2020-05-16,Australia,Andoroid,BrainPlus
f56d4dd1-320,2020-05-16,CN,Andoroid,JetAds
3_96b5aa0-b7,2020-05-16,Australia,Andoroid,BrainPlus
2b67b853d74-,2020-05-16,CIS,Andoroid,BrainPlus
52bd9db4_872,2020-05-16,CN,Andoroid,BrainPlus
c65280842-87,2020-05-16,Africa,Andoroid,BrainPlus
c9--989-9ca-,2020-05-16,CN,Andoroid,BrainPlus
7a--31c_14-4,2020-05-16,South America,Andoroid,BrainPlus
-df58f-9b62d,2020-05-16,CIS,Andoroid,BrainPlus
68587-fd_c2b,2020-05-16,North America,Andoroid,BrainPlus
49f5773094c6,2020-05-16,Africa,Andoroid,BrainPlus
_a8641d6dd8f,2020-05-16,Europe,Andoroid,BrainPlus
11824a814_f3,2020-05-16,CN,Andoroid,BrainPlus
a2f-25b86144,2020-05-16,North America,Andoroid,JetAds
_508806cd0b4,2020-05-16,Africa,Andoroid,BrainPlus
8-74964840_1,2020-05-16,South America,Andoroid,BrainPlus
06f14-_af_88,2020-05-16,CIS,Andoroid,BrainPlus
-824f734f041,2020-05-16,South America,Andoroid,BrainPlus
94f2__f0c02d,2020-05-16,CN,Andoroid,BrainPlus
3-c-725423b0,2020-05-16,CN,Andoroid,BrainPlus
b_04c5afd-a3,2020-05-16,CIS,Andoroid,JetAds
9aa75b0621a5,2020-05-16,SEA,Andoroid,JetAds
310c77d33-cd,2020-05-16,CN,Andoroid,BrainPlus
233b419cf9bd,2020-05-16,North America,Andoroid,BrainPlus
5b3f_cf72_-5,2020-05-16,CIS,Andoroid,BrainPlus
4b4a88856bca,2020-05-16,CN,Andoroid,JetAds
-b54a28d9752,2020-05-16,South America,Andoroid,BrainPlus
c_dc7b01b3c8,2020-05-16,CN,Andoroid,BrainPlus
aab642d-d632,2020-05-16,South America,Andoroid,BrainPlus
65c30bb-c370,2020-05-16,Australia,Andoroid,BrainPlus
116-19_938f2,2020-05-16,SEA,Andoroid,BrainPlus
-_44100dd993,2020-05-16,CN,Andoroid,BrainPlus
568_f7a809f0,2020-05-16,Australia,Andoroid,BrainPlus
2d9f922-876f,2020-05-16,CIS,Andoroid,BrainPlus
9-f647b10_6a,2020-05-16,CN,Andoroid,BrainPlus
35ccf7c97_d5,2020-05-16,South America,Andoroid,BrainPlus
05d_192fa_58,2020-05-16,Europe,Andoroid,BrainPlus
f7__7__1721f,2020-05-16,North America,Andoroid,BrainPlus
b0b-b95c089c,2020-05-16,CN,Andoroid,BrainPlus
597c3d--16b_,2020-05-16,SEA,Andoroid,BrainPlus
3ddf74-43b34,2020-05-16,CN,Andoroid,BrainPlus
828215711549,2020-05-16,SEA,Andoroid,BrainPlus
-8072564-d94,2020-05-16,CIS,Andoroid,BrainPlus
9-823d9_c2d6,2020-05-16,Africa,Andoroid,JetAds
2_733ffbc8f7,2020-05-16,North America,Andoroid,JetAds
8fdf20713615,2020-05-16,SEA,Andoroid,BrainPlus
0f16-1c__4_f,2020-05-16,CIS,Andoroid,JetAds
39928da-307a,2020-05-16,Australia,Andoroid,BrainPlus
6b642_3_8cc9,2020-05-16,SEA,Andoroid,BrainPlus
74f6346dcf24,2020-05-16,CN,Andoroid,BrainPlus
2f48daaa762_,2020-05-16,CIS,Andoroid,BrainPlus
a10aba_88478,2020-05-16,CN,Andoroid,BrainPlus
6f3cd8c43585,2020-05-16,Africa,Andoroid,BrainPlus
_8_1_06893ff,2020-05-16,North America,Andoroid,BrainPlus
390_74b6_-f7,2020-05-16,Australia,Andoroid,BrainPlus
a7d781a70362,2020-05-16,North America,Andoroid,BrainPlus
32c73da5_da1,2020-05-16,CIS,Andoroid,BrainPlus
ff5091a9f7_-,2020-05-16,CIS,Andoroid,BrainPlus
c782bc20327a,2020-05-16,Australia,Andoroid,BrainPlus
bc_a_490b180,2020-05-16,South America,Andoroid,BrainPlus
1-b8490051cd,2020-05-16,CIS,Andoroid,JetAds
7654682851c_,2020-05-16,CN,Andoroid,BrainPlus
-234cdc_3295,2020-05-16,Africa,Andoroid,BrainPlus
7d6d2_717c7-,2020-05-16,CN,Andoroid,BrainPlus
882-3fdc-769,2020-05-16,SEA,Andoroid,BrainPlus
cc88f8-_-342,2020-05-16,Australia,Andoroid,BrainPlus
58cb73c_db92,2020-05-16,North America,Andoroid,JetAds
31f06_20ca61,2020-05-16,CIS,Andoroid,BrainPlus
c6_15_40a3f2,2020-05-16,CIS,Andoroid,BrainPlus
_1aa29d22a0_,2020-05-16,CIS,Andoroid,BrainPlus
d907561af526,2020-05-16,CN,Andoroid,BrainPlus
586843a9_250,2020-05-16,South America,Andoroid,BrainPlus
a9d2ff1cdbd8,2020-05-16,South America,Andoroid,BrainPlus
d6b5957510-b,2020-05-16,CN,Andoroid,BrainPlus
533874299d64,2020-05-16,South America,Andoroid,BrainPlus
81d529-bfca8,2020-05-16,CN,Andoroid,BrainPlus
8610c64d-901,2020-05-16,CN,Andoroid,JetAds
37dd2741f866,2020-05-16,North America,Andoroid,BrainPlus
33cb0-57a8-6,2020-05-16,CN,Andoroid,JetAds
d7460c0892a2,2020-05-16,CN,Andoroid,BrainPlus
1c06--_19394,2020-05-16,South America,Andoroid,JetAds
da6914a3908a,2020-05-16,Australia,Andoroid,BrainPlus
-8_bb0471c45,2020-05-16,CIS,Andoroid,JetAds
6a8_a6-c3f09,2020-05-16,CN,Andoroid,JetAds
c42ad4235-96,2020-05-16,CN,Andoroid,BrainPlus
6dc8__-894-_,2020-05-16,Europe,Andoroid,BrainPlus
982c363-26f_,2020-05-16,South America,Andoroid,BrainPlus
d33c1_02a68a,2020-05-16,South America,Andoroid,BrainPlus
84aa54bdd_86,2020-05-16,CN,Andoroid,BrainPlus
551a5b_-a2c2,2020-05-16,Africa,Andoroid,JetAds
__b700-4a6f2,2020-05-16,South America,Andoroid,BrainPlus
296b01846d8b,2020-05-16,SEA,Andoroid,BrainPlus
67133b_7f1f4,2020-05-16,Australia,Andoroid,BrainPlus
6f6_0b21--d7,2020-05-16,Australia,Andoroid,BrainPlus
1f57f48a2f66,2020-05-16,South America,Andoroid,JetAds
64_1613d08b9,2020-05-16,Australia,Andoroid,BrainPlus
7c1707c5963c,2020-05-16,CN,Andoroid,BrainPlus
4a22820b6097,2020-05-16,CIS,Andoroid,BrainPlus
c7d2add1-032,2020-05-16,Africa,Andoroid,BrainPlus
_f-bc_df8ba3,2020-05-16,South America,Andoroid,BrainPlus
4--9f538c3d-,2020-05-16,North America,Andoroid,BrainPlus
7aa42b_9d608,2020-05-16,CN,Andoroid,BrainPlus
a7d032ab69f_,2020-05-16,CN,Andoroid,BrainPlus
7-117d0572f-,2020-05-16,Australia,Andoroid,BrainPlus
da4cdaa-2918,2020-05-16,Africa,Andoroid,BrainPlus
47c_f4463839,2020-05-16,North America,Andoroid,BrainPlus
-8-2dd3fd9a7,2020-05-16,Europe,Andoroid,BrainPlus
09c0625-29ca,2020-05-16,Africa,Andoroid,BrainPlus
10456f1-5504,2020-05-16,North America,Andoroid,BrainPlus
494252_95615,2020-05-16,CN,Andoroid,JetAds
-6823c55fa31,2020-05-16,CN,Andoroid,BrainPlus
4_-a42a05968,2020-05-16,South America,Andoroid,BrainPlus
25d25d-4ab70,2020-05-16,CN,Andoroid,BrainPlus
2b1c544184-f,2020-05-16,SEA,Andoroid,BrainPlus
b1_-451542c_,2020-05-16,CN,Andoroid,BrainPlus
b9f8-6c82738,2020-05-16,Africa,Andoroid,BrainPlus
5--831d7a95f,2020-05-16,South America,Andoroid,BrainPlus
-2d23182-fcc,2020-05-16,CN,Andoroid,BrainPlus
ca2d644_14f1,2020-05-16,CIS,Andoroid,BrainPlus
_77b_490_494,2020-05-16,Africa,Andoroid,BrainPlus
c4_d850af096,2020-05-16,North America,Andoroid,BrainPlus
101b5--_b283,2020-05-16,CIS,Andoroid,BrainPlus
_3bf7df_d8c4,2020-05-16,South America,Andoroid,BrainPlus
42f06f6cf0_1,2020-05-16,CIS,Andoroid,BrainPlus
-d1-d9285191,2020-05-16,CIS,Andoroid,BrainPlus
d35b36f64b49,2020-05-16,Africa,Andoroid,BrainPlus
8a65db6663c0,2020-05-16,CIS,Andoroid,JetAds
af193_a4d957,2020-05-16,Europe,Andoroid,BrainPlus
ba97_a56488d,2020-05-16,CIS,Andoroid,BrainPlus
3493-61-0698,2020-05-16,CIS,Andoroid,BrainPlus
bc-c2c175-f-,2020-05-16,Australia,Andoroid,BrainPlus
918-15560a3b,2020-05-16,Africa,Andoroid,BrainPlus
83aa929010_0,2020-05-16,Africa,Andoroid,BrainPlus
d45b53762c_5,2020-05-16,Europe,Andoroid,BrainPlus
